Username,Category,Positive Rate,Negative Rate,Neutral Rate,Hate Rate,Offensive rate,Neither rate
Lakers,PagineDelloSport,12.78,7.33,79.93,4.07,35.89,60.11
Lakers,PagineDelloSport,15.03,6.97,78.0,4.27,37.27,58.53
Lakers,PagineDelloSport,19.75,6.0,74.35,4.68,41.0,54.45
Lakers,PagineDelloSport,16.17,2.17,81.67,4.0,32.33,63.5
Lakers,PagineDelloSport,21.58,4.89,73.53,8.0,37.11,55.16
