Username,Category,Positive Rate,Negative Rate,Neutral Rate,Hate Rate,Offensive rate,Neither rate
BBCSport,PagineDelloSport,15.29,11.1,73.61,4.67,37.19,58.06
BBCSport,PagineDelloSport,15.61,12.12,72.24,4.49,35.74,59.8
BBCSport,PagineDelloSport,14.88,8.94,76.19,4.11,35.8,60.07
BBCSport,PagineDelloSport,13.33,11.46,75.18,5.01,37.88,57.07
BBCSport,PagineDelloSport,13.18,11.49,75.3,4.9,38.34,56.75
