Username,Category,Positive Rate,Negative Rate,Neutral Rate,Hate Rate,Offensive rate,Neither rate
England,PagineDelloSport,19.47,3.76,76.82,4.45,33.0,62.61
England,PagineDelloSport,8.33,14.08,77.57,4.86,32.04,63.27
England,PagineDelloSport,8.3,13.98,77.72,4.79,32.36,63.0
England,PagineDelloSport,10.83,11.49,77.7,4.91,33.79,61.45
England,PagineDelloSport,12.72,10.23,77.06,5.09,34.53,60.47
