Username,Category,Positive Rate,Negative Rate,Neutral Rate,Hate Rate,Offensive rate,Neither rate
KingJames,Sportivi,22.38,7.91,69.72,4.84,39.32,55.78
lewishamilton,Sportivi,27.54,1.93,70.53,4.94,33.54,61.33
MarcusRashford,Sportivi,23.37,6.41,70.17,5.08,38.3,56.57
SHAQ,Sportivi,13.6,11.71,74.7,4.68,43.52,51.76
