ID,Username,Data,Reply,Positive,Negative,Neutral,Hate,Offensive,Neither
36,MarcusRashford,Sun Nov 29 16:13:32 +0000 2020,"""woo! classic comeback, giving me a nervous breakdown but that's why i love the game! you beauty. stepping up again! great to see donnie and telles starting. showing his class again! #unitedforlife #redbloodfromronnie """,0.42,0.03,0.55,0.04,0.38,0.58
37,MarcusRashford,Sun Nov 29 16:13:25 +0000 2020,'thank you dr thanks for feeding us all ',0.43,0.0,0.56,0.07,0.37,0.56
38,MarcusRashford,Sun Nov 29 16:13:19 +0000 2020,' he was crap but well done to him at the end',0.18,0.12,0.69,0.04,0.35,0.61
39,MarcusRashford,Sun Nov 29 16:12:51 +0000 2020,"' marcus shouldve scored, but credit to him after all'",0.27,0.0,0.73,0.04,0.38,0.58
40,MarcusRashford,Sun Nov 29 16:12:45 +0000 2020,' is a joke',0.42,0.0,0.58,0.05,0.33,0.62
41,MarcusRashford,Sun Nov 29 16:12:36 +0000 2020,"' hes shit dave, food bank borini.'",0.0,0.38,0.62,0.05,0.94,0.01
42,MarcusRashford,Sun Nov 29 16:12:24 +0000 2020,"' i will bet my home on you in betclic, all the best '",0.24,0.0,0.76,0.04,0.49,0.47
43,MarcusRashford,Sun Nov 29 16:11:07 +0000 2020,""" i'm already agreed that, just wondering why you're asking.""",0.19,0.0,0.81,0.05,0.41,0.54
44,MarcusRashford,Sun Nov 29 16:11:03 +0000 2020,' \nlearn from one of the best to do it from this past decade. learn',0.23,0.0,0.77,0.04,0.31,0.65
45,MarcusRashford,Sun Nov 29 16:10:07 +0000 2020,' we want callum wilson',0.24,0.0,0.76,0.04,0.33,0.63
46,MarcusRashford,Sun Nov 29 16:09:22 +0000 2020,"""that's why utd need a number 9. \n\nit's about movement. \n\ntake note \n \n\n#soumun #manchesterunited """,0.08,0.0,0.92,0.03,0.38,0.59
47,MarcusRashford,Sun Nov 29 16:09:21 +0000 2020,'its been long i witnessed this kind of comeback from my darling . so massive \n#mufc_family \n#soumun \n#ggmu',0.18,0.0,0.82,0.03,0.39,0.58
48,MarcusRashford,Sun Nov 29 16:09:15 +0000 2020,""" footballer mbe has launched a children's book club, and it couldn't have come at a better time, says dr mela""",0.19,0.0,0.81,0.04,0.35,0.62
49,MarcusRashford,Sun Nov 29 16:09:08 +0000 2020,""" well cavani isn't but ?""",0.24,0.0,0.76,0.04,0.34,0.62
50,MarcusRashford,Sun Nov 29 16:09:02 +0000 2020,' special recognition for from a special man \n\n#mufc',0.43,0.0,0.56,0.07,0.31,0.61
51,MarcusRashford,Sun Nov 29 16:09:01 +0000 2020,"' absolutely, a counter concert, one that expresses tolerance, optimism, openness, joy, fun. fuck bj &amp; his venture capitalist spivs, lets remember all that is good &amp; decent in our society. can you get involved, ticket sales to go to food &amp; homeless charities?'",0.35,0.06,0.59,0.11,0.7,0.19
52,MarcusRashford,Sun Nov 29 16:07:33 +0000 2020,'the ball to cavani for the winner was top class\nwho was it ? \n\n',0.32,0.0,0.68,0.04,0.29,0.67
53,MarcusRashford,Sun Nov 29 16:07:17 +0000 2020,' yes bench raspod n martial',0.35,0.0,0.65,0.04,0.33,0.63
54,MarcusRashford,Sun Nov 29 16:06:27 +0000 2020,'lets talk about impact ! nice assist ! get in!!!',0.31,0.0,0.69,0.02,0.37,0.6
55,MarcusRashford,Sun Nov 29 16:06:21 +0000 2020,"' we are delighted to announce the launch of our food for christmas campaign, to provide meals to children in stockport'",0.14,0.0,0.86,0.06,0.28,0.66
56,MarcusRashford,Sun Nov 29 16:05:59 +0000 2020,"'the award for todays strongest comment without a hint of irony goes to the guy who shouted at the tv after missed, should stick to feeding kids mate!! \n\ntheyre among us people!! #stayalert'",0.19,0.09,0.73,0.07,0.34,0.59
