Username,Category,Positive Rate,Negative Rate,Neutral Rate,Hate Rate,Offensive rate,Neither rate
KingJames,Sportivi,21.25,6.41,72.36,5.07,38.64,56.2
KingJames,Sportivi,21.28,6.56,72.19,5.12,38.72,56.07
KingJames,Sportivi,21.91,6.26,71.86,5.12,38.49,56.33
KingJames,Sportivi,23.07,10.93,65.98,4.42,40.67,54.91
KingJames,Sportivi,24.38,9.38,66.21,4.47,40.09,55.4
