Username,Category,Positive Rate,Negative Rate,Neutral Rate,Hate Rate,Offensive rate,Neither rate
MarcusRashford,Sportivi,22.15,6.58,71.2,5.07,38.09,56.78
MarcusRashford,Sportivi,22.8,6.46,70.66,5.05,38.0,56.89
MarcusRashford,Sportivi,23.53,6.75,69.67,5.09,38.47,56.4
MarcusRashford,Sportivi,23.87,6.62,69.46,5.12,38.48,56.36
MarcusRashford,Sportivi,24.48,5.62,69.86,5.09,38.45,56.43
