ID,Username,Data,Reply,Positive,Negative,Neutral,Hate,Offensive,Neither
35,therock,Sat Nov 28 22:55:13 +0000 2020,"'el partido pasado de olimpia con tik tok en cancha apenas empatamos, hoy si el primer tiempo 3-0... hechos no palabras'",0.0,0.1,0.9,0.04,0.34,0.62
36,therock,Sat Nov 28 22:43:14 +0000 2020,""" i can imagine the busy life you have with your movies or family. we've seen moana too many times, we just want to let you know on this special birthday without asking much if you can tell her happy 9 birthday gabriella \n#therock \n#happybirthday """,0.16,0.0,0.84,0.04,0.5,0.46
37,therock,Sat Nov 28 22:41:29 +0000 2020,' . roster moves:\n\n-cody ford and john brown have been placed on the injured reserve list. \n\n-lb darron lee',0.0,0.13,0.87,0.04,0.32,0.64
38,therock,Sat Nov 28 22:40:17 +0000 2020,'baywatch followed by pain &amp; gain its a night there is no one better',0.16,0.37,0.47,0.04,0.36,0.61
39,therock,Sat Nov 28 22:35:12 +0000 2020,"' you are in better shape than the rock now, did they sin cara you?'",0.15,0.18,0.67,0.08,0.35,0.57
40,therock,Sat Nov 28 22:34:48 +0000 2020,'doing a vid for my son 1st birthday leo does any celebrities want to wish him happy birthday his birthday is on monday #leo1stbirthday to put in the vid doing ',0.22,0.0,0.78,0.04,0.38,0.58
41,therock,Sat Nov 28 22:34:16 +0000 2020,' sweet video. \nhope to see you back in the for one more title run and s side kick in fast 10 when your back at work.\nlike you kicking ass over the top action films.',0.12,0.09,0.79,0.11,0.67,0.21
42,therock,Sat Nov 28 22:30:29 +0000 2020,' for me to end this before 2021 i need to get a hold of or okay okay i really put rock in the',0.15,0.0,0.85,0.04,0.36,0.6
43,therock,Sat Nov 28 22:27:21 +0000 2020,' ive lost my sense of smell. what am i supposed to do now that i cant smell what is cooking?',0.0,0.1,0.9,0.04,0.38,0.58
44,therock,Sat Nov 28 22:23:36 +0000 2020,'please? ',0.7,0.0,0.3,0.04,0.33,0.63
45,therock,Sat Nov 28 22:22:20 +0000 2020,"""check out spanish announce table's video! #tiktok #capcut #tricky #trickychallenge #therock #stonecold #hhh #hbk #newday #theshield #wwe #wrestling """,0.0,0.1,0.91,0.04,0.27,0.69
46,therock,Sat Nov 28 22:21:32 +0000 2020,"' the rock shares a new behind the scenes look at his nbc series with, #youngrock\n\n() '",0.12,0.0,0.88,0.05,0.3,0.66
47,therock,Sat Nov 28 22:21:22 +0000 2020,"' the rock shares a new behind the scenes look at his nbc series, #youngrock\n\n() '",0.13,0.0,0.87,0.06,0.28,0.67
48,therock,Sat Nov 28 22:20:35 +0000 2020,"""'#therock' (1996 / $335.1m g)\n\naction thriller dir. by #michaelbay (13 hours: the secret soldiers of benghazi)\n\nrogue military men threaten a nerve gas attack from alcatraz prison\n\nsean connery, nicolas cage, #edharris, david morse\n\nmichael biehn, william forsythe, tony todd""",0.03,0.14,0.83,0.04,0.33,0.63
49,therock,Sat Nov 28 22:16:49 +0000 2020,'been watching old wrestling videos over the last few weeks.. nah was truly a gift from god looooool unreal character',0.31,0.06,0.63,0.04,0.32,0.64
50,therock,Sat Nov 28 22:15:38 +0000 2020,"' the rock shares a new behind the scenes look at his nbc series with, #youngrock\n\n() '",0.12,0.0,0.88,0.05,0.3,0.66
51,therock,Sat Nov 28 22:13:16 +0000 2020,' wwe please bring back to shut him up',0.22,0.0,0.78,0.05,0.35,0.6
52,therock,Sat Nov 28 22:12:39 +0000 2020,"' the rock shares a new behind the scenes look at his nbc series with, #youngrock\n\n() '",0.12,0.0,0.88,0.05,0.3,0.66
53,therock,Sat Nov 28 22:11:50 +0000 2020,"' wow!! thanks to my beautiful followers, and im now at 230+ free lunches provided to our healthcar'",0.51,0.0,0.49,0.04,0.37,0.59
54,therock,Sat Nov 28 22:11:37 +0000 2020,"' the rock shares a new behind the scenes look at his nbc series with, #youngrock\n\n() '",0.12,0.0,0.88,0.05,0.3,0.66
