Username,Category,Positive Rate,Negative Rate,Neutral Rate,Hate Rate,Offensive rate,Neither rate
arianagrande,Influencer,29.02,3.96,67.04,4.33,36.96,58.61
arianagrande,Influencer,29.8,4.35,65.92,4.37,35.78,59.76
arianagrande,Influencer,29.02,4.68,66.36,4.4,36.3,59.23
arianagrande,Influencer,29.71,5.86,64.47,4.35,36.37,59.2
arianagrande,Influencer,29.02,6.31,64.72,4.81,36.07,59.09
