Username,Category,Positive Rate,Negative Rate,Neutral Rate,Hate Rate,Offensive rate,Neither rate
nickiminaj,Influencer,30.69,8.31,61.05,5.29,39.43,55.36
nickiminaj,Influencer,32.12,7.42,60.51,5.21,40.93,53.95
nickiminaj,Influencer,31.28,7.95,60.81,5.23,40.93,53.93
nickiminaj,Influencer,31.37,7.33,61.33,4.67,41.12,54.28
nickiminaj,Influencer,31.42,7.33,61.28,4.81,40.93,54.3
