Username,Category,Positive Rate,Negative Rate,Neutral Rate,Hate Rate,Offensive rate,Neither rate
Ninja,Youtuber,20.12,7.02,72.88,4.66,34.98,60.39
Ninja,Youtuber,20.0,7.21,72.81,4.6,35.35,60.12
Ninja,Youtuber,20.05,7.05,72.93,4.73,35.41,59.93
Ninja,Youtuber,19.68,6.9,73.44,4.76,35.44,59.85
Ninja,Youtuber,16.43,7.35,76.15,4.91,36.74,58.35
