Username,Category,Positive Rate,Negative Rate,Neutral Rate,Hate Rate,Offensive rate,Neither rate
garyvee,Youtuber,20.72,8.75,70.46,4.62,34.91,60.45
garyvee,Youtuber,20.47,9.0,70.47,4.62,34.94,60.43
garyvee,Youtuber,20.19,8.61,71.11,4.61,34.77,60.63
garyvee,Youtuber,20.29,8.72,70.9,4.61,34.67,60.73
garyvee,Youtuber,20.6,8.26,71.05,4.62,34.6,60.79
