Username,Category,Positive Rate,Negative Rate,Neutral Rate,Hate Rate,Offensive rate,Neither rate
dantdm,Youtuber,21.89,7.57,70.54,4.49,38.2,57.39
dantdm,Youtuber,22.46,8.16,69.37,4.27,37.92,57.84
dantdm,Youtuber,22.3,8.03,69.66,4.27,38.11,57.66
dantdm,Youtuber,21.85,9.57,68.56,4.31,37.44,58.22
dantdm,Youtuber,21.71,9.43,68.84,4.3,37.62,58.04
