Username,Category,Positive Rate,Negative Rate,Neutral Rate,Hate Rate,Offensive rate,Neither rate
Casey,Youtuber,24.64,6.18,69.16,4.46,35.93,59.73
Casey,Youtuber,24.7,5.93,69.33,4.43,35.8,59.93
Casey,Youtuber,21.17,6.85,71.94,4.55,34.68,60.85
Casey,Youtuber,21.37,6.98,71.62,4.5,34.56,61.02
Casey,Youtuber,21.63,7.37,70.98,4.38,34.65,61.0
