Username,Category,Positive Rate,Negative Rate,Neutral Rate,Hate Rate,Offensive rate,Neither rate
TheEllenShow,Youtuber,27.55,6.84,65.64,4.75,39.01,56.28
TheEllenShow,Youtuber,27.4,6.81,65.81,4.72,39.12,56.22
TheEllenShow,Youtuber,26.31,7.85,65.88,4.75,38.81,56.43
TheEllenShow,Youtuber,26.33,7.93,65.77,4.74,38.8,56.46
TheEllenShow,Youtuber,26.2,7.89,65.93,4.71,38.9,56.4
