Username,Category,Positive Rate,Negative Rate,Neutral Rate,Hate Rate,Offensive rate,Neither rate
newscientist,PagineScientifiche,14.16,10.3,75.49,7.91,28.64,63.47
newscientist,PagineScientifiche,14.02,10.7,75.22,7.87,29.35,62.8
newscientist,PagineScientifiche,14.2,10.65,75.1,7.67,29.62,62.74
newscientist,PagineScientifiche,14.28,10.61,75.06,7.59,29.72,62.71
newscientist,PagineScientifiche,14.54,12.35,73.07,6.37,31.3,62.35
