ID,Username,Data,Reply,Positive,Negative,Neutral,Hate,Offensive,Neither
30,WIREDScience,Fri Nov 27 15:21:11 +0000 2020,""" #savemedicalmsc the govt can't ignore the legitimate rights of thousands of scientists. """,0.14,0.0,0.86,0.04,0.32,0.64
31,WIREDScience,Fri Nov 27 15:12:52 +0000 2020,""" #savemedicalmsc the govt can't ignore the legitimate rights of thousands of scientists. """,0.14,0.0,0.86,0.04,0.32,0.64
32,WIREDScience,Fri Nov 27 14:39:49 +0000 2020,""" #savemedicalmsc the govt can't ignore the legitimate rights of thousands of scientists. """,0.14,0.0,0.86,0.04,0.32,0.64
33,WIREDScience,Fri Nov 27 14:14:39 +0000 2020,""" #savemedicalmsc the govt can't ignore the legitimate rights of thousands of scientists. """,0.14,0.0,0.86,0.04,0.32,0.64
34,WIREDScience,Fri Nov 27 14:06:23 +0000 2020,""" #savemedicalmsc the govt can't ignore the legitimate rights of thousands of scientists. """,0.14,0.0,0.86,0.04,0.32,0.64
35,WIREDScience,Fri Nov 27 13:47:33 +0000 2020,"""who doesn't love a good semi-log plot? """,0.0,0.49,0.51,0.04,0.38,0.58
36,WIREDScience,Fri Nov 27 13:37:09 +0000 2020,""" #savemedicalmsc the govt can't ignore the legitimate rights of thousands of scientists. """,0.14,0.0,0.86,0.04,0.32,0.64
37,WIREDScience,Fri Nov 27 13:35:11 +0000 2020,'it is very useful for showing data that spans different orders of magnitudelike case numbers in south korea compared to the numbers in the united states. ',0.19,0.0,0.81,0.04,0.32,0.64
38,WIREDScience,Fri Nov 27 12:20:41 +0000 2020,""" #savemedicalmsc the govt can't ignore the legitimate rights of thousands of scientists. """,0.14,0.0,0.86,0.04,0.32,0.64
39,WIREDScience,Fri Nov 27 11:18:19 +0000 2020,""" #savemedicalmsc the govt can't ignore the legitimate rights of thousands of scientists. """,0.14,0.0,0.86,0.04,0.32,0.64
40,WIREDScience,Fri Nov 27 10:47:42 +0000 2020,""" please give them justice. don't kill their jobs.""",0.61,0.0,0.39,0.28,0.22,0.49
41,WIREDScience,Fri Nov 27 10:43:41 +0000 2020,""" #savemedicalmsc the govt can't ignore the legitimate rights of thousands of scientists. """,0.14,0.0,0.86,0.04,0.32,0.64
42,WIREDScience,Fri Nov 27 10:21:34 +0000 2020,""" #savemedicalmsc the govt can't ignore the legitimate rights of thousands of scientists. """,0.14,0.0,0.86,0.04,0.32,0.64
43,WIREDScience,Fri Nov 27 09:54:34 +0000 2020,' please save medical msc phd.... help us nmc',0.58,0.0,0.42,0.07,0.33,0.61
44,WIREDScience,Fri Nov 27 09:50:35 +0000 2020,""" #savemedicalmsc the govt can't ignore the legitimate rights of thousands of scientists. """,0.14,0.0,0.86,0.04,0.32,0.64
45,WIREDScience,Fri Nov 27 09:48:08 +0000 2020,""" #savemedicalmsc the govt can't ignore the legitimate rights of thousands of scientists. """,0.14,0.0,0.86,0.04,0.32,0.64
