Username,Category,Positive Rate,Negative Rate,Neutral Rate,Hate Rate,Offensive rate,Neither rate
NatGeo,PagineScientifiche,12.33,5.4,82.39,5.26,33.02,62.02
NatGeo,PagineScientifiche,12.38,5.5,82.25,5.2,33.05,62.04
NatGeo,PagineScientifiche,12.32,5.4,82.42,5.19,33.09,62.02
NatGeo,PagineScientifiche,12.77,4.75,82.63,4.82,33.47,62.0
NatGeo,PagineScientifiche,12.91,4.47,82.77,4.84,33.44,62.04
