Username,Category,Positive Rate,Negative Rate,Neutral Rate,Hate Rate,Offensive rate,Neither rate
GretaThunberg,Politici,14.98,12.04,73.02,5.29,38.29,56.44
GretaThunberg,Politici,14.76,12.04,73.22,5.26,38.46,56.28
GretaThunberg,Politici,14.47,12.51,73.04,5.16,37.73,57.12
GretaThunberg,Politici,14.37,12.67,72.96,5.16,37.76,57.08
GretaThunberg,Politici,14.66,12.62,72.72,5.18,37.82,57.0
