Username,Category,Positive Rate,Negative Rate,Neutral Rate,Hate Rate,Offensive rate,Neither rate
barackobama,Politici,15.68,9.13,75.21,6.83,32.6,60.49
barackobama,Politici,19.45,8.15,72.45,7.89,32.68,59.34
barackobama,Politici,18.73,8.24,73.06,7.67,32.88,59.35
barackobama,Politici,18.27,8.42,73.35,7.75,32.88,59.25
barackobama,Politici,18.04,8.67,73.31,7.81,32.67,59.35
