Username,Category,Positive Rate,Negative Rate,Neutral Rate,Hate Rate,Offensive rate,Neither rate
borisjohnson,Politici,11.39,11.63,77.0,5.66,35.93,58.41
borisjohnson,Politici,10.6,10.74,78.7,5.53,36.04,58.46
borisjohnson,Politici,11.86,9.94,78.25,5.46,34.14,60.45
borisjohnson,Politici,12.28,9.16,78.58,5.07,34.74,60.3
borisjohnson,Politici,12.09,9.31,78.6,5.04,34.63,60.46
