Username,Category,Positive Rate,Negative Rate,Neutral Rate,Hate Rate,Offensive rate,Neither rate
MichelleObama,Politici,26.63,5.82,67.58,11.15,35.41,53.41
MichelleObama,Politici,26.68,5.74,67.6,11.0,35.32,53.65
MichelleObama,Politici,26.08,5.86,68.06,11.08,35.3,53.58
MichelleObama,Politici,25.97,5.94,68.08,11.3,35.31,53.35
MichelleObama,Politici,26.19,5.97,67.82,11.45,35.23,53.27
