Username,Category,Positive Rate,Negative Rate,Neutral Rate,Hate Rate,Offensive rate,Neither rate
joebiden,Politici,20.69,7.8,71.48,6.55,33.58,59.94
joebiden,Politici,19.95,6.29,73.71,5.59,34.46,60.03
joebiden,Politici,17.44,6.82,75.72,5.59,34.41,60.07
joebiden,Politici,17.33,6.78,75.88,5.3,33.92,60.82
joebiden,Politici,15.31,9.58,75.13,4.82,33.73,61.44
