ID,Username,Data,Reply,Positive,Negative,Neutral,Hate,Offensive,Neither
50,CBCNews,Sat Nov 28 15:50:21 +0000 2020,' why no response is being shared and all th',0.19,0.17,0.64,0.03,0.38,0.58
51,CBCNews,Sat Nov 28 15:49:56 +0000 2020,' #stopwarontigray and prevent #tigraygenocide \n\n \n ',0.14,0.0,0.86,0.04,0.28,0.68
52,CBCNews,Sat Nov 28 15:49:37 +0000 2020,' please help us #expiredcopr #alllivesmatte',0.56,0.0,0.44,0.09,0.32,0.59
53,CBCNews,Sat Nov 28 15:49:37 +0000 2020,' only in canada will you be arrested &amp; charged a $50k bail fee for opening a bbq restaurant to feed your family while a c',0.0,0.17,0.83,0.06,0.32,0.62
54,CBCNews,Sat Nov 28 15:49:26 +0000 2020,' cbc i dont need you to lecture me on how to deal with my family . stay in your god damn lane.',0.08,0.1,0.81,0.05,0.68,0.27
55,CBCNews,Sat Nov 28 15:48:29 +0000 2020,' fake news!',0.0,0.63,0.37,0.04,0.33,0.63
56,CBCNews,Sat Nov 28 15:48:15 +0000 2020,""" burnt out but feeling a duty to respond: front-line workers sound the alarm on burnout as they battle the pandemic's se""",0.06,0.24,0.7,0.04,0.35,0.62
57,CBCNews,Sat Nov 28 15:46:48 +0000 2020,' nice to see someone who knows the true definition of hero. way to go hughie!',0.42,0.0,0.58,0.05,0.35,0.6
58,CBCNews,Sat Nov 28 15:46:34 +0000 2020,"' does anyone think this imaginary conversation only happened once??? how many fictitious friends, enemies and boggy monsters are in rideau cottage??? so when the pmo says the trudeau is talking to world leaders - is that fact or fiction - or wishful thinking???'",0.06,0.08,0.85,0.04,0.38,0.58
59,CBCNews,Sat Nov 28 16:06:27 +0000 2020,' im hopeful. ',0.52,0.0,0.48,0.04,0.37,0.59
60,CBCNews,Sat Nov 28 15:45:47 +0000 2020,' pigeon pierre is damm disgrace and the media should start calling him out.',0.0,0.2,0.8,0.05,0.32,0.63
61,CBCNews,Sat Nov 28 15:44:33 +0000 2020,' and a 3.2% rate which is the lowest its been in months',0.0,0.18,0.82,0.04,0.3,0.66
62,CBCNews,Sat Nov 28 15:44:08 +0000 2020,"' ohip does not cover out of province ambulance services, including air ambulance or prescription drugs, travel insurance does. never leave home without it.'",0.05,0.0,0.95,0.03,0.43,0.54
63,CBCNews,Sat Nov 28 15:44:06 +0000 2020,' i like standard time. it feels right. dls throws me',0.2,0.0,0.8,0.04,0.4,0.57
64,CBCNews,Sat Nov 28 15:44:01 +0000 2020,"' agreed. dlst makes me tired, and i feel'",0.17,0.24,0.58,0.03,0.33,0.64
65,CBCNews,Sat Nov 28 15:43:08 +0000 2020,' only in canada will you be arrested &amp; charged a $50k bail fee for opening a bbq restaurant to feed your family while a c',0.0,0.17,0.83,0.06,0.32,0.62
66,CBCNews,Sat Nov 28 15:42:57 +0000 2020,' any msm want to discuss this? \n\nthought not\n\nthis is why adam didnt want to talk to you in th',0.06,0.06,0.88,0.04,0.36,0.6
67,CBCNews,Sat Nov 28 15:42:44 +0000 2020,'$1k of 10k raised. help us get craig out of the cold. craig #camps out until we reach our #fundraising goal for help share the word ',0.27,0.0,0.73,0.04,0.32,0.63
68,CBCNews,Sat Nov 28 15:42:26 +0000 2020,"'#wesupportfarmers #savefarmersfrommodi as indian media ignores, - would you please cover? '",0.16,0.15,0.69,0.05,0.38,0.57
69,CBCNews,Sat Nov 28 15:41:37 +0000 2020,' they flat-out admit it',0.31,0.0,0.69,0.03,0.35,0.62
70,CBCNews,Sat Nov 28 15:41:24 +0000 2020,"""a caravans of thousands of lacs of farmer's from punjab haryana and other states marching to capital of india, new delhi protesting farming against bills. as indian media ignore. \n would you please cover ! """,0.06,0.14,0.81,0.05,0.3,0.65
71,CBCNews,Sat Nov 28 15:41:21 +0000 2020,' peaceful protesting farmers from panjab met by sheer brutality of &amp; #haryanapolice ! \n\ndeath of democracy ! ',0.12,0.28,0.6,0.04,0.34,0.61
72,CBCNews,Sat Nov 28 15:41:19 +0000 2020,"' nice try.\n\nit is about recovery rates, if 99.9% recovery without a vax then why do we need a vax in the first place??\n\nps, i suggest you look at the data about hospital capacity and covid patients. start with uhn, their data is readily available.'",0.07,0.0,0.93,0.03,0.36,0.61
73,CBCNews,Sat Nov 28 15:40:55 +0000 2020,' yes. see your family. even if you have the 12 days of christmas and stagger your visitors every second day. see all of your family. you can do what you want in your own home as long as your property taxes are paid up.',0.09,0.0,0.92,0.15,0.39,0.47
74,CBCNews,Sat Nov 28 15:40:33 +0000 2020,"' why is a corporation that works for us, paid for by us, talking to us in this tone? cbc ran with a false story delegated straight from the pmo yesterday. thats scary. #defundcbc'",0.05,0.09,0.86,0.07,0.34,0.6
75,CBCNews,Sat Nov 28 15:40:31 +0000 2020,' only in canada will you be arrested &amp; charged a $50k bail fee for opening a bbq restaurant to feed your family while a c',0.0,0.17,0.83,0.06,0.32,0.62
76,CBCNews,Sat Nov 28 15:40:30 +0000 2020,' what a joke',0.42,0.0,0.58,0.05,0.32,0.63
