ID,Username,Data,Reply,Positive,Negative,Neutral,Hate,Offensive,Neither
38,skysportsnews,Fri Nov 27 09:26:23 +0000 2020,'get it up ye ya wanker ',0.0,0.37,0.63,0.02,0.62,0.36
39,skysportsnews,Fri Nov 27 09:25:55 +0000 2020,""" you let it two goals that day and if you had jumped just abit higher for the first goal them maybe just maybe you'd have more pleasantries to say about #10 today""",0.07,0.0,0.93,0.04,0.4,0.56
40,skysportsnews,Fri Nov 27 09:25:55 +0000 2020,' e shock me',0.0,0.46,0.54,0.03,0.38,0.59
41,skysportsnews,Fri Nov 27 09:25:45 +0000 2020,' every qualified black manager is better for that role then wayne rooney... you know why?\n\nbecause he aint fucking qualified bro.',0.13,0.0,0.87,0.12,0.85,0.03
42,skysportsnews,Fri Nov 27 09:25:38 +0000 2020,"'let it go, mate.\n\nand this is coming from someone still bitter about the 1997 survivor series! '",0.12,0.15,0.73,0.03,0.35,0.61
43,skysportsnews,Fri Nov 27 09:25:38 +0000 2020,'few things are worse than being old and bitter ',0.0,0.42,0.58,0.06,0.2,0.74
44,skysportsnews,Fri Nov 27 09:24:59 +0000 2020,' they still not welcome their supporters back in stadium my dear .',0.15,0.28,0.57,0.03,0.4,0.57
45,skysportsnews,Fri Nov 27 09:24:55 +0000 2020,""" good that you're not still bitter about it though peter""",0.37,0.0,0.63,0.06,0.41,0.54
46,skysportsnews,Fri Nov 27 09:24:54 +0000 2020,"' el que no sabe eres tu. deja de engaarte y mira quien gano la encuesta, para que veas que el portugues no solo puede entrar en la conversacion sino que muchos lo escogen a el'",0.0,0.12,0.89,0.04,0.34,0.62
47,skysportsnews,Fri Nov 27 09:24:49 +0000 2020,"' top players according to me and the reason \n\n1) messi (most complete player)\n2) cr7 (cluth specialist)\n3) maradona (the real one man army)\n4) pele( 3wcs but very earlier)\n\nthis is my opinion. don\'t bark at me by funny names such as ""pessi fan""'",0.17,0.0,0.83,0.03,0.49,0.48
48,skysportsnews,Fri Nov 27 09:24:09 +0000 2020,' why not interview bryan robson who actually shared a pitch with maradona without embarrassing himself and banging on about a',0.19,0.0,0.81,0.03,0.38,0.59
49,skysportsnews,Fri Nov 27 09:24:01 +0000 2020,'we stay winning ',0.53,0.0,0.47,0.04,0.33,0.63
50,skysportsnews,Fri Nov 27 09:23:51 +0000 2020,"'a 6ft keeper got out jumped by a 5ft4 striker in the box, where the keeper is allowed to use his hands and the striker isnt.\n\npeter shilton needs to find shame. '",0.0,0.09,0.91,0.04,0.32,0.64
51,skysportsnews,Fri Nov 27 09:23:47 +0000 2020,"' oh, he got sent off though which means he cant kick him again during the game and also means there are less of those types of tackles in general because you risk getting sent off. it isnt rocket science.'",0.0,0.05,0.95,0.06,0.3,0.64
52,skysportsnews,Fri Nov 27 09:23:19 +0000 2020,"' will it though?\ngreat to be in your home ground and seeing your team play again yes, but 2k - 4k fans in a 40k+ seater stadium? the atmosphere etc. will never be the same'",0.11,0.0,0.89,0.06,0.31,0.63
53,skysportsnews,Fri Nov 27 09:22:52 +0000 2020,'cry more plz ',0.24,0.46,0.3,0.04,0.32,0.64
54,skysportsnews,Fri Nov 27 09:22:51 +0000 2020,"'the real won, cristiano remontada from 25% '",0.35,0.0,0.65,0.03,0.41,0.55
55,skysportsnews,Fri Nov 27 09:22:44 +0000 2020,"' so easy to label someone. why does anyone take drugs? most are not lowlifes, they just find life unbearable. he was pumped full of painkillers and anti-inflammatory drugs to keep him playing through pain, that has to affect a person.'",0.16,0.07,0.77,0.05,0.37,0.58
56,skysportsnews,Fri Nov 27 09:22:39 +0000 2020,"""being a class footballer doesn't make you a class manager. another tale of obvious white privilege, while black/ethnic minority and women managers get overlooked """,0.09,0.04,0.86,0.29,0.42,0.29
57,skysportsnews,Fri Nov 27 09:21:56 +0000 2020,' ???? \n\nlook again and accept the reality',0.34,0.0,0.66,0.04,0.31,0.65
58,skysportsnews,Fri Nov 27 09:21:54 +0000 2020,""" the fact london isn't tier 3 is a joke. but what do you expect when you have a joke as a pm""",0.17,0.0,0.83,0.05,0.41,0.54
