Username,Category,Positive Rate,Negative Rate,Neutral Rate,Hate Rate,Offensive rate,Neither rate
France24_en,Giornalismo,2.46,28.16,69.73,4.84,31.04,64.09
France24_en,Giornalismo,2.76,27.58,69.96,4.84,30.56,64.55
France24_en,Giornalismo,11.71,14.6,73.74,4.4,32.26,63.4
France24_en,Giornalismo,12.62,14.46,72.97,4.38,32.3,63.38
France24_en,Giornalismo,10.54,15.81,73.73,4.51,32.14,63.35
