Username,Category,Positive Rate,Negative Rate,Neutral Rate,Hate Rate,Offensive rate,Neither rate
Independent,Giornalismo,13.3,7.52,79.16,4.96,36.79,58.26
Independent,Giornalismo,12.96,5.72,81.27,4.72,36.22,59.15
Independent,Giornalismo,14.98,5.56,79.43,5.7,35.32,59.01
Independent,Giornalismo,15.72,4.55,79.68,4.64,36.99,58.26
Independent,Giornalismo,13.99,8.89,77.15,5.21,36.78,58.1
