Username,Category,Positive Rate,Negative Rate,Neutral Rate,Hate Rate,Offensive rate,Neither rate
skysportsnews,Giornalismo,18.18,15.0,66.9,6.38,38.33,55.36
skysportsnews,Giornalismo,15.96,17.05,67.02,6.6,39.32,54.11
skysportsnews,Giornalismo,18.3,13.94,67.76,7.3,37.38,55.32
skysportsnews,Giornalismo,17.71,12.53,69.76,6.32,37.83,55.85
skysportsnews,Giornalismo,17.24,12.74,70.02,6.38,37.84,55.78
