Username,Category,Positive Rate,Negative Rate,Neutral Rate,Hate Rate,Offensive rate,Neither rate
guardiannews,Giornalismo,9.36,19.75,70.89,5.43,35.15,59.49
guardiannews,Giornalismo,10.02,19.77,70.23,5.22,34.65,60.13
guardiannews,Giornalismo,10.58,16.42,73.05,5.48,34.97,59.56
guardiannews,Giornalismo,12.57,17.23,70.22,5.89,34.85,59.32
guardiannews,Giornalismo,11.68,18.75,69.64,4.93,33.86,61.25
